"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"Stamford Charter School for Excellence District","","2013-2014","Grade 2","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 3","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 4","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 1","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 2","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 3","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 4","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",12.7
"Stamford Charter School for Excellence District","","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2015-2016","Grade 2","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 4","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2015-2016","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Kindergarten","Percent","Chronically Absent Students",16.4
"Stamford Charter School for Excellence District","","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2016-2017","Grade 3","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 4","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2016-2017","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Kindergarten","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2017-2018","Grade 1","Percent","Chronically Absent Students",18.5
"Stamford Charter School for Excellence District","","2017-2018","Grade 2","Percent","Chronically Absent Students",14
"Stamford Charter School for Excellence District","","2017-2018","Grade 3","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2017-2018","Grade 4","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2017-2018","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Kindergarten","Percent","Chronically Absent Students",13.2
"Stamford Charter School for Excellence District","","2018-2019","Grade 1","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2018-2019","Grade 2","Percent","Chronically Absent Students",15.1
"Stamford Charter School for Excellence District","","2018-2019","Grade 3","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2018-2019","Grade 4","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2018-2019","Grade 5","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2018-2019","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Kindergarten","Percent","Chronically Absent Students",10.9
"Stamford Charter School for Excellence District","","2019-2020","Grade 1","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2019-2020","Grade 2","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2019-2020","Grade 3","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2019-2020","Grade 4","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2019-2020","Grade 5","Percent","Chronically Absent Students",-9999
"Stamford Charter School for Excellence District","","2019-2020","Grade 6","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 7","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 8","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 9","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 10","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 11","Percent","Chronically Absent Students",-6666
"Stamford Charter School for Excellence District","","2019-2020","Grade 12","Percent","Chronically Absent Students",-6666
"Stamford School District","900173070","2011-2012","Kindergarten","Percent","Chronically Absent Students",12.8
"Stamford School District","900173070","2011-2012","Grade 1","Percent","Chronically Absent Students",8.5
"Stamford School District","900173070","2011-2012","Grade 2","Percent","Chronically Absent Students",6.6
"Stamford School District","900173070","2011-2012","Grade 3","Percent","Chronically Absent Students",6.6
"Stamford School District","900173070","2011-2012","Grade 4","Percent","Chronically Absent Students",6.3
"Stamford School District","900173070","2011-2012","Grade 5","Percent","Chronically Absent Students",5.6
"Stamford School District","900173070","2011-2012","Grade 6","Percent","Chronically Absent Students",9.2
"Stamford School District","900173070","2011-2012","Grade 7","Percent","Chronically Absent Students",11.8
"Stamford School District","900173070","2011-2012","Grade 8","Percent","Chronically Absent Students",14.1
"Stamford School District","900173070","2011-2012","Grade 9","Percent","Chronically Absent Students",10.7
"Stamford School District","900173070","2011-2012","Grade 10","Percent","Chronically Absent Students",7.9
"Stamford School District","900173070","2011-2012","Grade 11","Percent","Chronically Absent Students",11.4
"Stamford School District","900173070","2011-2012","Grade 12","Percent","Chronically Absent Students",13.3
"Stamford School District","900173070","2012-2013","Kindergarten","Percent","Chronically Absent Students",18.1
"Stamford School District","900173070","2012-2013","Grade 1","Percent","Chronically Absent Students",12.1
"Stamford School District","900173070","2012-2013","Grade 2","Percent","Chronically Absent Students",10.5
"Stamford School District","900173070","2012-2013","Grade 3","Percent","Chronically Absent Students",7.1
"Stamford School District","900173070","2012-2013","Grade 4","Percent","Chronically Absent Students",8.7
"Stamford School District","900173070","2012-2013","Grade 5","Percent","Chronically Absent Students",8.9
"Stamford School District","900173070","2012-2013","Grade 6","Percent","Chronically Absent Students",10.7
"Stamford School District","900173070","2012-2013","Grade 7","Percent","Chronically Absent Students",16.2
"Stamford School District","900173070","2012-2013","Grade 8","Percent","Chronically Absent Students",19
"Stamford School District","900173070","2012-2013","Grade 9","Percent","Chronically Absent Students",18.9
"Stamford School District","900173070","2012-2013","Grade 10","Percent","Chronically Absent Students",15.9
"Stamford School District","900173070","2012-2013","Grade 11","Percent","Chronically Absent Students",19.9
"Stamford School District","900173070","2012-2013","Grade 12","Percent","Chronically Absent Students",22.5
"Stamford School District","900173070","2013-2014","Kindergarten","Percent","Chronically Absent Students",11.2
"Stamford School District","900173070","2013-2014","Grade 1","Percent","Chronically Absent Students",8.1
"Stamford School District","900173070","2013-2014","Grade 2","Percent","Chronically Absent Students",7.1
"Stamford School District","900173070","2013-2014","Grade 3","Percent","Chronically Absent Students",6.2
"Stamford School District","900173070","2013-2014","Grade 4","Percent","Chronically Absent Students",5.9
"Stamford School District","900173070","2013-2014","Grade 5","Percent","Chronically Absent Students",6.3
"Stamford School District","900173070","2013-2014","Grade 6","Percent","Chronically Absent Students",6.8
"Stamford School District","900173070","2013-2014","Grade 7","Percent","Chronically Absent Students",8.4
"Stamford School District","900173070","2013-2014","Grade 8","Percent","Chronically Absent Students",10
"Stamford School District","900173070","2013-2014","Grade 9","Percent","Chronically Absent Students",11.8
"Stamford School District","900173070","2013-2014","Grade 10","Percent","Chronically Absent Students",14.8
"Stamford School District","900173070","2013-2014","Grade 11","Percent","Chronically Absent Students",14.1
"Stamford School District","900173070","2013-2014","Grade 12","Percent","Chronically Absent Students",19.6
"Stamford School District","900173070","2014-2015","Kindergarten","Percent","Chronically Absent Students",14.7
"Stamford School District","900173070","2014-2015","Grade 1","Percent","Chronically Absent Students",8.3
"Stamford School District","900173070","2014-2015","Grade 2","Percent","Chronically Absent Students",8.2
"Stamford School District","900173070","2014-2015","Grade 3","Percent","Chronically Absent Students",9.9
"Stamford School District","900173070","2014-2015","Grade 4","Percent","Chronically Absent Students",8.6
"Stamford School District","900173070","2014-2015","Grade 5","Percent","Chronically Absent Students",8.6
"Stamford School District","900173070","2014-2015","Grade 6","Percent","Chronically Absent Students",21.4
"Stamford School District","900173070","2014-2015","Grade 7","Percent","Chronically Absent Students",21.2
"Stamford School District","900173070","2014-2015","Grade 8","Percent","Chronically Absent Students",26.4
"Stamford School District","900173070","2014-2015","Grade 9","Percent","Chronically Absent Students",10.6
"Stamford School District","900173070","2014-2015","Grade 10","Percent","Chronically Absent Students",11
"Stamford School District","900173070","2014-2015","Grade 11","Percent","Chronically Absent Students",14.8
"Stamford School District","900173070","2014-2015","Grade 12","Percent","Chronically Absent Students",21.1
"Stamford School District","900173070","2015-2016","Kindergarten","Percent","Chronically Absent Students",11.5
"Stamford School District","900173070","2015-2016","Grade 1","Percent","Chronically Absent Students",8.9
"Stamford School District","900173070","2015-2016","Grade 2","Percent","Chronically Absent Students",5.9
"Stamford School District","900173070","2015-2016","Grade 3","Percent","Chronically Absent Students",5.5
"Stamford School District","900173070","2015-2016","Grade 4","Percent","Chronically Absent Students",6.1
"Stamford School District","900173070","2015-2016","Grade 5","Percent","Chronically Absent Students",6.4
"Stamford School District","900173070","2015-2016","Grade 6","Percent","Chronically Absent Students",16.6
"Stamford School District","900173070","2015-2016","Grade 7","Percent","Chronically Absent Students",17.7
"Stamford School District","900173070","2015-2016","Grade 8","Percent","Chronically Absent Students",22.5
"Stamford School District","900173070","2015-2016","Grade 9","Percent","Chronically Absent Students",9.7
"Stamford School District","900173070","2015-2016","Grade 10","Percent","Chronically Absent Students",10.5
"Stamford School District","900173070","2015-2016","Grade 11","Percent","Chronically Absent Students",12.6
"Stamford School District","900173070","2015-2016","Grade 12","Percent","Chronically Absent Students",21.4
"Stamford School District","900173070","2016-2017","Kindergarten","Percent","Chronically Absent Students",10.2
"Stamford School District","900173070","2016-2017","Grade 1","Percent","Chronically Absent Students",8.3
"Stamford School District","900173070","2016-2017","Grade 2","Percent","Chronically Absent Students",6.8
"Stamford School District","900173070","2016-2017","Grade 3","Percent","Chronically Absent Students",5.6
"Stamford School District","900173070","2016-2017","Grade 4","Percent","Chronically Absent Students",5.2
"Stamford School District","900173070","2016-2017","Grade 5","Percent","Chronically Absent Students",6
"Stamford School District","900173070","2016-2017","Grade 6","Percent","Chronically Absent Students",8.1
"Stamford School District","900173070","2016-2017","Grade 7","Percent","Chronically Absent Students",8.5
"Stamford School District","900173070","2016-2017","Grade 8","Percent","Chronically Absent Students",9.9
"Stamford School District","900173070","2016-2017","Grade 9","Percent","Chronically Absent Students",8
"Stamford School District","900173070","2016-2017","Grade 10","Percent","Chronically Absent Students",9.6
"Stamford School District","900173070","2016-2017","Grade 11","Percent","Chronically Absent Students",12.7
"Stamford School District","900173070","2016-2017","Grade 12","Percent","Chronically Absent Students",18.2
"Stamford School District","900173070","2017-2018","Kindergarten","Percent","Chronically Absent Students",12.8
"Stamford School District","900173070","2017-2018","Grade 1","Percent","Chronically Absent Students",9.4
"Stamford School District","900173070","2017-2018","Grade 2","Percent","Chronically Absent Students",7.1
"Stamford School District","900173070","2017-2018","Grade 3","Percent","Chronically Absent Students",7.5
"Stamford School District","900173070","2017-2018","Grade 4","Percent","Chronically Absent Students",6.7
"Stamford School District","900173070","2017-2018","Grade 5","Percent","Chronically Absent Students",6
"Stamford School District","900173070","2017-2018","Grade 6","Percent","Chronically Absent Students",8.3
"Stamford School District","900173070","2017-2018","Grade 7","Percent","Chronically Absent Students",11.5
"Stamford School District","900173070","2017-2018","Grade 8","Percent","Chronically Absent Students",9.9
"Stamford School District","900173070","2017-2018","Grade 9","Percent","Chronically Absent Students",13.8
"Stamford School District","900173070","2017-2018","Grade 10","Percent","Chronically Absent Students",11.4
"Stamford School District","900173070","2017-2018","Grade 11","Percent","Chronically Absent Students",14.1
"Stamford School District","900173070","2017-2018","Grade 12","Percent","Chronically Absent Students",22.1
"Stamford School District","900173070","2018-2019","Kindergarten","Percent","Chronically Absent Students",14.3
"Stamford School District","900173070","2018-2019","Grade 1","Percent","Chronically Absent Students",9.4
"Stamford School District","900173070","2018-2019","Grade 2","Percent","Chronically Absent Students",9.3
"Stamford School District","900173070","2018-2019","Grade 3","Percent","Chronically Absent Students",7.1
"Stamford School District","900173070","2018-2019","Grade 4","Percent","Chronically Absent Students",7.5
"Stamford School District","900173070","2018-2019","Grade 5","Percent","Chronically Absent Students",6.2
"Stamford School District","900173070","2018-2019","Grade 6","Percent","Chronically Absent Students",9.4
"Stamford School District","900173070","2018-2019","Grade 7","Percent","Chronically Absent Students",12.3
"Stamford School District","900173070","2018-2019","Grade 8","Percent","Chronically Absent Students",13.7
"Stamford School District","900173070","2018-2019","Grade 9","Percent","Chronically Absent Students",13.5
"Stamford School District","900173070","2018-2019","Grade 10","Percent","Chronically Absent Students",11.8
"Stamford School District","900173070","2018-2019","Grade 11","Percent","Chronically Absent Students",12.1
"Stamford School District","900173070","2018-2019","Grade 12","Percent","Chronically Absent Students",19.6
"Stamford School District","900173070","2019-2020","Kindergarten","Percent","Chronically Absent Students",17.1
"Stamford School District","900173070","2019-2020","Grade 1","Percent","Chronically Absent Students",12.2
"Stamford School District","900173070","2019-2020","Grade 2","Percent","Chronically Absent Students",12
"Stamford School District","900173070","2019-2020","Grade 3","Percent","Chronically Absent Students",11.7
"Stamford School District","900173070","2019-2020","Grade 4","Percent","Chronically Absent Students",9.9
"Stamford School District","900173070","2019-2020","Grade 5","Percent","Chronically Absent Students",10.1
"Stamford School District","900173070","2019-2020","Grade 6","Percent","Chronically Absent Students",11
"Stamford School District","900173070","2019-2020","Grade 7","Percent","Chronically Absent Students",15.9
"Stamford School District","900173070","2019-2020","Grade 8","Percent","Chronically Absent Students",16.3
"Stamford School District","900173070","2019-2020","Grade 9","Percent","Chronically Absent Students",17.1
"Stamford School District","900173070","2019-2020","Grade 10","Percent","Chronically Absent Students",13.1
"Stamford School District","900173070","2019-2020","Grade 11","Percent","Chronically Absent Students",14
"Stamford School District","900173070","2019-2020","Grade 12","Percent","Chronically Absent Students",21
"Sterling School District","","2011-2012","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 4","Percent","Chronically Absent Students",10.5
"Sterling School District","","2011-2012","Grade 5","Percent","Chronically Absent Students",12
"Sterling School District","","2011-2012","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 7","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 8","Percent","Chronically Absent Students",13.8
"Sterling School District","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"Sterling School District","","2011-2012","Grade 10","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 11","Percent","Chronically Absent Students",-9999
"Sterling School District","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"Sterling School District","","2012-2013","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 3","Percent","Chronically Absent Students",0
"Sterling School District","","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 7","Percent","Chronically Absent Students",12.8
"Sterling School District","","2012-2013","Grade 8","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 9","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"Sterling School District","","2012-2013","Grade 11","Percent","Chronically Absent Students",-9999
"Sterling School District","","2012-2013","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 1","Percent","Chronically Absent Students",0
"Sterling School District","","2013-2014","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 3","Percent","Chronically Absent Students",11.3
"Sterling School District","","2013-2014","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 5","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Sterling School District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-9999
"Sterling School District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Sterling School District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 2","Percent","Chronically Absent Students",0
"Sterling School District","","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 5","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 8","Percent","Chronically Absent Students",11.8
"Sterling School District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Sterling School District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-9999
"Sterling School District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 5","Percent","Chronically Absent Students",11.8
"Sterling School District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 7","Percent","Chronically Absent Students",9.8
"Sterling School District","","2015-2016","Grade 8","Percent","Chronically Absent Students",14
"Sterling School District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"Sterling School District","","2015-2016","Grade 10","Percent","Chronically Absent Students",-9999
"Sterling School District","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"Sterling School District","","2015-2016","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 5","Percent","Chronically Absent Students",14.6
"Sterling School District","","2016-2017","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 7","Percent","Chronically Absent Students",13
"Sterling School District","","2016-2017","Grade 8","Percent","Chronically Absent Students",11.3
"Sterling School District","","2016-2017","Grade 9","Percent","Chronically Absent Students",-9999
"Sterling School District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"Sterling School District","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
"Sterling School District","","2016-2017","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 3","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 5","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2017-2018","Grade 7","Percent","Chronically Absent Students",14.3
"Sterling School District","","2017-2018","Grade 8","Percent","Chronically Absent Students",19.6
"Sterling School District","","2017-2018","Grade 9","Percent","Chronically Absent Students",-6666
"Sterling School District","","2017-2018","Grade 10","Percent","Chronically Absent Students",-6666
"Sterling School District","","2017-2018","Grade 11","Percent","Chronically Absent Students",-6666
"Sterling School District","","2017-2018","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Kindergarten","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 1","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 2","Percent","Chronically Absent Students",0
"Sterling School District","","2018-2019","Grade 3","Percent","Chronically Absent Students",0
"Sterling School District","","2018-2019","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 5","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 6","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 7","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 8","Percent","Chronically Absent Students",12.2
"Sterling School District","","2018-2019","Grade 9","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 10","Percent","Chronically Absent Students",-6666
"Sterling School District","","2018-2019","Grade 11","Percent","Chronically Absent Students",-9999
"Sterling School District","","2018-2019","Grade 12","Percent","Chronically Absent Students",-9999
"Sterling School District","","2019-2020","Kindergarten","Percent","Chronically Absent Students",29
"Sterling School District","","2019-2020","Grade 1","Percent","Chronically Absent Students",29.6
"Sterling School District","","2019-2020","Grade 2","Percent","Chronically Absent Students",-9999
"Sterling School District","","2019-2020","Grade 3","Percent","Chronically Absent Students",20
"Sterling School District","","2019-2020","Grade 4","Percent","Chronically Absent Students",-9999
"Sterling School District","","2019-2020","Grade 5","Percent","Chronically Absent Students",17.1
"Sterling School District","","2019-2020","Grade 6","Percent","Chronically Absent Students",20.5
"Sterling School District","","2019-2020","Grade 7","Percent","Chronically Absent Students",-9999
"Sterling School District","","2019-2020","Grade 8","Percent","Chronically Absent Students",22
"Sterling School District","","2019-2020","Grade 9","Percent","Chronically Absent Students",-6666
"Sterling School District","","2019-2020","Grade 10","Percent","Chronically Absent Students",-9999
"Sterling School District","","2019-2020","Grade 11","Percent","Chronically Absent Students",-6666
"Sterling School District","","2019-2020","Grade 12","Percent","Chronically Absent Students",-9999
"Stonington School District","901173770","2011-2012","Kindergarten","Percent","Chronically Absent Students",7.1
"Stonington School District","901173770","2011-2012","Grade 1","Percent","Chronically Absent Students",4.8
"Stonington School District","901173770","2011-2012","Grade 2","Percent","Chronically Absent Students",7.8
"Stonington School District","901173770","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"Stonington School District","901173770","2011-2012","Grade 4","Percent","Chronically Absent Students",3.3
"Stonington School District","901173770","2011-2012","Grade 5","Percent","Chronically Absent Students",48
"Stonington School District","901173770","2011-2012","Grade 6","Percent","Chronically Absent Students",40.1
